Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,PK,PK_Att,Y_Card,R_Card,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgPR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
115,115,Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,8,9,0,0,0,0,0,0.04,0,0.04,0.04,0.04
116,116,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1,2.7,38,172,15,0,0.09,0.09,0,0.09,0.05,0.03,0.09,0.05,0.09
117,117,Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,26,21,1695,18.8,6,2,8,6,0,0,6,0,5.8,5.8,0.9,6.7,48,22,104,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35
118,118,Antony,BRA,FW,Manchester Utd,Premier League,23,2000,29,15,1324,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42
119,119,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42
120,120,Houssem Aouar,ALG,"MF,FW",Roma,Serie A,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,59,0.48,0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33
121,121,Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,0,2,0,0,0,0,0,0.46,0,0.46,0.46,0.46
122,122,Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.6,2,20,6,0,0,0,0,0,0.14,0.01,0.15,0.14,0.15
123,123,Jon Aramburu,VEN,DF,Real Sociedad,La Liga,21,2002,11,5,543,6,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,6,26,25,0,0,0,0,0,0.02,0,0.02,0.02,0.02
124,124,Asaf Arania,ISR,MF,Darmstadt 98,Bundesliga,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
125,125,Julian Araujo,MEX,DF,Las Palmas,La Liga,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11
126,126,Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24,101,11,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16
127,127,Oliver Arblaster,ENG,MF,Sheffield Utd,Premier League,19,2004,12,11,943,10.5,0,0,0,0,0,0,2,0,0,0,0.7,0.8,13,43,4,0,0,0,0,0,0,0.07,0.07,0,0.07
128,128,Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41
129,129,Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,130,Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,31,31,2699,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,131,Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,13,3,39,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
132,132,Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13
133,133,Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,Matias Arezo,URU,FW,Granada,La Liga,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0,0,0,0,0,0.28,0.01,0.3,0.28,0.3
135,135,Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,6,12,25,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12
137,137,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34
138,138,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,0.8,1.5,2.2,25,48,90,0.14,0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16
139,139,Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5,5,2.6,7.6,12,20,77,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85
140,140,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,30,27,2506,27.8,2,1,3,2,0,0,9,0,1,1,3.9,4.9,20,143,19,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18
141,141,Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54
143,143,Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,14,13,1198,13.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,4,2,184,2,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0,0.98,0.98,0,0.98,0.04,0.15,0.19,0.04,0.19
145,145,Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,56,32,167,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42
146,146,Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,19,13,1113,12.4,4,5,9,4,0,0,0,0,3.2,3.2,5.8,9,36,71,92,0.32,0.4,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73
147,147,Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,23,6,787,8.7,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.6,5,32,8,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18
148,148,Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14,16,43,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09
149,149,Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84,161,202,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59
151,151,Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3,38,34,57,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22
152,152,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.4,0.4,1.8,2.2,28,51,67,0.09,0.09,0.18,0.09,0.18,0.04,0.16,0.2,0.04,0.2
153,153,Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,6,5,359,4,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0,0.25,0.25,0.25,0.03,0.2,0.24,0.03,0.24
154,154,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1
155,155,Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,21,10,924,10.3,1,2,3,1,0,0,0,0,0.6,0.6,1.3,1.9,16,48,22,0.1,0.19,0.29,0.1,0.29,0.06,0.13,0.18,0.06,0.18
156,156,Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157,157,Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,34,30,2622,29.1,17,8,25,13,4,4,4,0,20.5,17.3,5.6,23,68,58,235,0.58,0.27,0.86,0.45,0.72,0.7,0.19,0.9,0.59,0.79
158,158,Emil Audero,ITA,GK,Inter,Serie A,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2,2.5,62,96,99,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09
160,160,Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,37,14,1725,19.2,0,3,3,0,0,0,1,0,1,1,2.8,3.9,42,54,88,0,0.16,0.16,0,0.16,0.05,0.15,0.2,0.05,0.2
161,161,Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,16,9,904,10,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,24,30,20,0.2,0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14
162,162,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0.07
163,163,Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2,2,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45
164,164,Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24
165,165,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,45,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56
166,166,André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,3.1,3.1,0.8,3.9,14,23,65,0.41,0,0.41,0.41,0.41,0.25,0.07,0.32,0.25,0.32
167,167,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29
168,168,Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,25,17,1566,17.4,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,25,59,44,0.06,0.11,0.17,0.06,0.17,0.14,0.05,0.19,0.14,0.19
169,169,Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5,14,35,0.46,0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65
170,170,César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3,39,77,39,0,0.13,0.13,0,0.13,0.04,0.15,0.19,0.04,0.19
171,171,Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,47,35,42,0,0,0,0,0,0.12,0.06,0.18,0.12,0.18
172,172,Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1,4,19,8,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17
173,173,Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08
175,175,Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
176,176,Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17,8,64,0.24,0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17
177,177,Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,2,8,0,0,0,0,0,0.17,0,0.17,0.17,0.17
178,178,Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0,0.04,0.04,0,0.04,0.04,0.02,0.05,0.04,0.05
179,179,Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,33,32,2535,28.2,1,3,4,1,0,0,6,0,1.4,1.4,1.1,2.5,18,151,36,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09
180,180,Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,24,21,1802,20,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3,38,67,66,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15
181,181,Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3,46,3,0,0.07,0.07,0,0.07,0.02,0.1,0.12,0.02,0.12
182,182,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57
183,183,Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,11,6,500,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1,12,29,39,0.18,0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18
184,184,Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,35,22,2068,23,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67
186,186,Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,3,18,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02
187,187,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188,188,Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51,49,70,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33
189,189,Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0,0,0,0,0,0.2,0.13,0.33,0.2,0.33
190,190,Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,20,15,1314,14.6,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,14,54,15,0.14,0.07,0.21,0.14,0.21,0.12,0.03,0.15,0.12,0.15
191,191,Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12,10,20,0.24,0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08
192,192,Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3,4.8,37,85,130,0.04,0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21
193,193,Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,31,25,2177,24.2,3,6,9,3,0,0,4,1,3.2,3.2,6.2,9.4,94,92,204,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39
194,194,Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1,3.1,20,30,40,0.24,0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38
195,195,Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,13,6,518,5.8,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,18,14,54,0,0,0,0,0,0.15,0.12,0.27,0.15,0.27
196,196,Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0,0.07,0.07,0,0.07,0.01,0.08,0.09,0.01,0.09
197,197,George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08
198,198,Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19,50,9,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
199,199,Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05
200,200,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1,19,122,6,0.08,0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
201,201,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0,0.03,0.03,0,0.03,0.02,0.08,0.1,0.02,0.1
202,202,Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,6,0,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0
203,203,Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,29,19,1692,18.8,7,5,12,7,0,3,1,0,11,8.5,3.3,11.8,35,30,199,0.37,0.27,0.64,0.37,0.64,0.59,0.18,0.76,0.45,0.63
204,204,Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,27,24,1981,22,3,2,5,3,0,0,0,0,3,3,4.7,7.7,107,80,169,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35
205,205,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,16,14,1138,12.6,8,3,11,7,1,1,3,0,6.4,5.6,2.1,7.7,25,16,69,0.63,0.24,0.87,0.55,0.79,0.51,0.16,0.67,0.44,0.61
206,206,Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0,0,0,0,0,0.51,0.15,0.67,0.51,0.67
207,207,Lameck Banda,ZAM,FW,Lecce,Serie A,22,2001,21,17,1350,15,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70,22,136,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37
208,208,Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23,2000,14,3,446,5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9,34,8,0,0,0,0,0,0.01,0.04,0.06,0.01,0.06
209,209,Mamady Bangré,BFA,"FW,MF",Toulouse,Ligue 1,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12,0,0.89,0.89,0,0.89,0.12,0.59,0.71,0.12,0.71
210,210,Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5,37,4,0.08,0,0.08,0.08,0.08,0.05,0,0.05,0.05,0.05
211,211,Léo Baptistão,BRA,FW,Almería,La Liga,30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34
212,212,Shandon Baptiste,GRN,MF,Brentford,Premier League,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
213,213,Antonín Barák,CZE,"MF,FW",Fiorentina,Serie A,28,1994,21,8,808,9,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17,33,64,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42
214,214,Valentín Barco,ARG,"DF,FW",Brighton,Premier League,19,2004,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,14,20,0,0,0,0,0,0.05,0.07,0.13,0.05,0.13
215,215,Bradley Barcola,FRA,FW,Lyon,Ligue 1,20,2002,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12
216,216,Bradley Barcola,FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93,56,216,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64
217,217,Melvin Bard,FRA,DF,Nice,Ligue 1,22,2000,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.5,0.5,2.8,3.4,60,111,99,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11
218,218,Nicolò Barella,ITA,MF,Inter,Serie A,26,1997,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68,278,144,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27
219,219,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0,0,0,0,0,0.07,0.14,0.2,0.07,0.2
220,220,Ross Barkley,ENG,MF,Luton Town,Premier League,29,1993,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48,163,39,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27
221,221,Aymen Barkok,MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
222,222,Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45,34,79,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76
223,223,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23,2000,31,29,2606,29,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22,93,46,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19
224,224,Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10,155,24,0,0.03,0.03,0,0.03,0.02,0.05,0.07,0.02,0.07
225,225,Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,La Liga,21,2001,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3
226,226,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20,2003,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37,98,56,0,0.06,0.06,0,0.06,0.05,0.11,0.16,0.05,0.16
227,227,Davide Bartesaghi,ITA,"DF,MF",Milan,Serie A,17,2005,6,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
228,228,Marc Bartra,ESP,DF,Betis,La Liga,32,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,5,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08
229,229,Federico Baschirotto,ITA,DF,Lecce,Serie A,26,1996,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28,96,3,0,0.03,0.03,0,0.03,0.05,0.02,0.07,0.04,0.06
230,230,Steven Baseya,FRA,DF,Strasbourg,Ligue 1,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
