Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA _TakeOn,SCA_Sh,SCA _FoulsDrawn,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TakeOn,GCA_Shot,GCA_FoulsDrawn,GCA_DefAct
1000,1000,Iron Gomis (Salernitana),FRA,MF,Salernitana,Serie A,23,1999,1.5,31,93,33,0,0,43,0,0,0,0,0,0,0,0,0,0
1001,1001,Maxime Gonalons (Clermont Foot),FRA,MF,Clermont Foot,Ligue 1,34,1989,14.4,51,34,57,0,0,0,0,69,51,52,59,0,0,0,0,0
1002,1002,Édgar González (Almería),ESP,"DF,MF",Almería,La Liga,26,1997,28,51,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1003,Enso Gonzalez (Wolves),PAR,"MF,DF",Wolves,Premier League,18,2005,0,11,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,1004,Fabio González (Las Palmas),ESP,MF,Las Palmas,La Liga,26,1997,1.4,23,74,27,0,0,0,0,0,35,96,40,0,0,0,0,0
1005,1005,Giovanni González (Mallorca),URU,DF,Mallorca,La Liga,28,1994,27.4,81,48,81,84,70,81,53,88,61,46,59,0,0,-80,0,0
1006,1006,Hugo González (Valencia),ESP,"MF,FW",Valencia,La Liga,20,2003,1,26,95,19,74,0,0,53,0,35,98,40,0,0,0,0,0
1007,1007,Iñaki González (Las Palmas),ESP,MF,Las Palmas,La Liga,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1008,Joan Gonzàlez (Lecce),ESP,MF,Lecce,Serie A,21,2002,14.3,83,87,84,59,79,81,87,88,77,79,70,0,0,0,85,96
1009,1009,Nicolás González (Fiorentina),ARG,FW,Fiorentina,Serie A,25,1998,21.3,87,73,85,0,89,99,81,0,82,72,85,0,0,-80,0,0
1010,1010,Urko González (Real Sociedad),ESP,MF,Real Sociedad,La Liga,22,2001,1.7,11,20,0,0,53,0,0,0,0,0,0,0,0,0,0,0
1011,1011,Anthony Gordon (Newcastle Utd),ENG,FW,Newcastle Utd,Premier League,22,2001,32.1,99,92,98,96,99,99,100,88,100,98,99,96,100,-100,100,0
1012,1012,Kaide Gordon (Liverpool),ENG,FW,Liverpool,Premier League,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1013,Daniel Gore (Manchester Utd),ENG,MF,Manchester Utd,Premier League,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1014,Leon Goretzka (Bayern Munich),GER,MF,Bayern Munich,Bundesliga,28,1995,24.9,90,72,95,59,70,61,53,69,95,88,98,0,0,0,0,0
1015,1015,Mathieu Gorgelin (Le Havre),FRA,GK,Le Havre,Ligue 1,32,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1016,Andoni Gorosabel (Alavés),ESP,DF,Alavés,La Liga,26,1996,31.7,85,48,87,86,53,43,87,88,51,39,59,0,0,0,0,0
1017,1017,Robin Gosens (Union Berlin),GER,"DF,MF",Union Berlin,Bundesliga,29,1994,25.4,87,64,90,59,53,81,53,98,88,77,88,0,87,0,0,96
1018,1018,Mario Götze (Eint Frankfurt),GER,MF,Eint Frankfurt,Bundesliga,31,1992,23,91,80,94,92,53,61,81,0,82,70,85,0,0,-80,0,0
1019,1019,Amine Gouiri (Rennes),ALG,"FW,MF",Rennes,Ligue 1,23,2000,23,94,85,91,81,99,99,91,0,92,86,88,0,96,-95,0,0
1020,1020,Jeffrey Gouweleeuw (Augsburg),NED,DF,Augsburg,Bundesliga,32,1991,28.8,71,34,74,74,0,81,0,69,51,40,59,0,0,0,0,0
1021,1021,Pablo Gozalbez (Valencia),ESP,"MF,FW",Valencia,La Liga,22,2001,1.1,11,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1022,Jonathan Gradit (Lens),FRA,DF,Lens,Ligue 1,30,1992,23.5,65,34,70,59,0,61,53,0,51,43,59,0,0,0,0,0
1023,1023,Jens Grahl (Eint Frankfurt),GER,GK,Eint Frankfurt,Bundesliga,34,1988,2,11,18,12,0,0,0,0,0,35,89,40,0,0,0,0,0
1024,1024,Samuel Grandsir (Le Havre),FRA,"MF,FW",Le Havre,Ligue 1,26,1996,6.7,65,93,60,86,79,61,0,69,51,74,40,0,87,0,0,0
1025,1025,Alberto Grassi (Empoli),ITA,MF,Empoli,Serie A,28,1995,20.1,58,32,60,0,0,61,71,0,61,53,70,0,0,0,0,0
1026,1026,Ryan Gravenberch (Liverpool),NED,MF,Liverpool,Premier League,21,2002,12.5,76,83,80,0,70,91,0,0,0,0,0,0,0,0,0,0
1027,1027,Ryan Gravenberch (Bayern Munich),NED,FW,Bayern Munich,Bundesliga,21,2002,0.1,20,100,19,0,53,0,0,0,0,0,0,0,0,0,0,0
1028,1028,Adrian Grbić (Lorient),AUT,FW,Lorient,Ligue 1,26,1996,0.3,11,73,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,1029,Ivo Grbić (Sheffield Utd),CRO,GK,Sheffield Utd,Premier League,27,1996,8.6,16,14,12,59,0,0,0,0,0,0,0,0,0,0,0,0
1030,1030,Jack Grealish (Manchester City),ENG,"FW,MF",Manchester City,Premier League,27,1995,11.2,83,94,87,0,53,61,91,0,71,80,79,0,0,0,0,0
1031,1031,Mason Greenwood (Getafe),ENG,"MF,FW",Getafe,La Liga,21,2001,29.6,97,86,93,93,100,99,99,0,98,92,88,96,99,-99,97,0
1032,1032,Michael Gregoritsch (Freiburg),AUT,FW,Freiburg,Bundesliga,29,1994,18.7,78,65,77,0,70,94,87,69,85,81,85,0,0,-95,0,0
1033,1033,Dominik Greif (Mallorca),SVK,GK,Mallorca,La Liga,26,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,1034,Antoine Griezmann (Atlético Madrid),FRA,"FW,MF",Atlético Madrid,La Liga,32,1991,29.4,97,85,96,97,85,98,71,88,94,81,96,0,0,-80,0,0
1035,1035,Vincenzo Grifo (Freiburg),ITA,"MF,FW",Freiburg,Bundesliga,30,1993,25.8,96,87,94,97,92,73,71,0,94,85,79,99,0,-80,97,0
1036,1036,Florian Grillitsch (Hoffenheim),AUT,"DF,MF",Hoffenheim,Bundesliga,27,1995,25.5,87,62,91,0,70,87,0,88,92,83,95,0,0,-80,0,0
1037,1037,Álex Grimaldo (Leverkusen),ESP,DF,Leverkusen,Bundesliga,27,1995,30.9,99,91,98,98,89,87,81,69,99,95,99,98,87,-95,97,0
1038,1038,Christian Groß (Werder Bremen),GER,"DF,MF",Werder Bremen,Bundesliga,34,1989,8.9,33,27,38,0,0,0,0,0,35,46,40,0,0,0,0,0
1039,1039,Pascal Groß (Brighton),GER,"MF,DF",Brighton,Premier League,32,1991,34.6,100,96,100,100,89,97,71,69,98,87,95,96,99,-80,0,0
1040,1040,Brajan Gruda (Mainz 05),GER,"MF,FW",Mainz 05,Bundesliga,19,2004,18.2,96,96,95,94,95,87,100,0,77,71,79,90,0,0,0,0
1041,1041,Ilia Gruev (Werder Bremen),BUL,MF,Werder Bremen,Bundesliga,23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1042,Vicente Guaita (Celta Vigo),ESP,GK,Celta Vigo,La Liga,36,1987,26.7,31,15,27,81,0,0,0,0,35,37,40,0,0,0,0,0
1043,1043,Andrés Guardado (Betis),MEX,MF,Betis,La Liga,36,1986,5,46,75,47,81,0,0,0,0,0,0,0,0,0,0,0,0
1044,1044,Sergi Guardiola (Cádiz),ESP,"FW,MF",Cádiz,La Liga,32,1991,5.5,46,69,43,0,0,73,71,0,35,58,40,0,0,0,0,0
1045,1045,Nemanja Gudelj (Sevilla),SRB,"DF,MF",Sevilla,La Liga,31,1991,19.4,52,30,56,59,0,61,0,0,51,45,59,0,0,0,0,0
1046,1046,Gabriel Gudmundsson (Lille),SWE,"DF,FW",Lille,Ligue 1,24,1999,14.1,55,40,56,0,79,43,0,69,51,52,40,0,0,-80,0,0
1047,1047,Gonçalo Guedes (Villarreal),POR,"FW,MF",Villarreal,La Liga,26,1996,10.6,73,87,73,59,85,81,53,69,71,82,70,0,0,-80,0,0
1048,1048,Axel Gueguin (Montpellier),FRA,"DF,FW",Montpellier,Ligue 1,18,2005,1.5,16,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1049,Marc Guéhi (Crystal Palace),ENG,DF,Crystal Palace,Premier League,23,2000,22.5,55,29,56,0,0,61,71,69,51,43,59,0,0,0,0,0
1050,1050,Mattéo Guendouzi (Lazio),FRA,MF,Lazio,Serie A,24,1999,26.3,82,51,86,0,0,61,81,88,77,60,85,0,0,0,0,0
1051,1051,Mattéo Guendouzi (Marseille),FRA,MF,Marseille,Ligue 1,24,1999,0.2,16,99,12,59,0,0,0,0,0,0,0,0,0,0,0,0
1052,1052,Javier Guerra (Valencia),ESP,MF,Valencia,La Liga,20,2003,27.8,78,42,77,0,94,73,81,0,35,37,0,0,87,0,0,0
1053,1053,Raphaël Guerreiro (Bayern Munich),POR,"DF,MF",Bayern Munich,Bundesliga,29,1993,13.2,80,86,84,89,53,43,0,69,85,91,91,0,0,0,0,0
1054,1054,Axel Guessand (Udinese),FRA,DF,Udinese,Serie A,18,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1055,Evann Guessand (Nice),CIV,FW,Nice,Ligue 1,22,2001,17.3,78,69,70,0,94,87,94,88,77,73,40,0,87,0,99,0
1056,1056,Ander Guevara (Alavés),ESP,MF,Alavés,La Liga,26,1997,32.6,89,55,93,84,70,73,53,69,61,43,59,0,0,0,85,0
1057,1057,Pape Gueye (Marseille),SEN,"MF,DF",Marseille,Ligue 1,24,1999,8.5,51,58,54,0,0,43,71,0,51,67,59,0,0,0,0,0
1058,1058,Josuha Guilavogui (Mainz 05),FRA,DF,Mainz 05,Bundesliga,32,1990,4.5,23,26,27,0,0,0,0,0,35,64,40,0,0,0,0,0
1059,1059,Morgan Guilavogui (Lens),GUI,"FW,MF",Lens,Ligue 1,25,1998,6.3,61,91,66,0,53,61,0,0,71,94,70,0,0,-80,0,0
1060,1060,Frederic Guilbert (Strasbourg),FRA,"DF,MF",Strasbourg,Ligue 1,28,1994,27.7,75,39,67,93,70,73,53,69,51,40,40,0,87,0,0,0
1061,1061,Hugo Guillamón (Valencia),ESP,MF,Valencia,La Liga,23,2000,14.6,64,53,70,59,0,0,53,69,0,0,0,0,0,0,0,0
1062,1062,Bruno Guimarães (Newcastle Utd),BRA,MF,Newcastle Utd,Premier League,25,1997,36.3,99,88,99,91,97,73,94,100,99,90,98,0,99,-95,85,0
1063,1063,Serhou Guirassy (Stuttgart),GUI,FW,Stuttgart,Bundesliga,27,1996,24.5,94,85,96,0,95,91,87,0,96,91,88,0,99,-80,97,0
1064,1064,Marc Guiu (Barcelona),ESP,"FW,MF",Barcelona,La Liga,17,2006,0.8,16,62,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,1065,Péter Gulácsi (RB Leipzig),HUN,GK,RB Leipzig,Bundesliga,33,1990,13,11,11,12,0,0,0,0,0,35,42,40,0,0,0,0,0
1066,1066,Manuel Gulde (Freiburg),GER,DF,Freiburg,Bundesliga,32,1991,22.7,42,20,45,59,0,43,0,0,0,0,0,0,0,0,0,0
1067,1067,Arda Güler (Real Madrid),TUR,"FW,MF",Real Madrid,La Liga,18,2005,4.2,49,91,45,59,70,61,71,0,51,88,40,0,87,0,0,0
1068,1068,Gerard Gumbau (Granada),ESP,MF,Granada,La Liga,28,1994,29.7,93,71,81,99,53,87,71,88,94,81,93,90,0,-95,0,0
1069,1069,Robert Gumny (Augsburg),POL,DF,Augsburg,Bundesliga,25,1998,5.3,39,53,33,74,53,61,0,0,61,92,70,0,0,0,0,0
1070,1070,İlkay Gündoğan (Barcelona),GER,MF,Barcelona,La Liga,32,1990,33.3,100,94,99,100,85,61,87,0,96,83,96,96,0,0,85,0
1071,1071,Christian Günter (Freiburg),GER,DF,Freiburg,Bundesliga,30,1993,11.8,63,63,60,90,0,43,0,69,51,57,59,0,0,0,0,0
1072,1072,Jon Guridi (Alavés),ESP,MF,Alavés,La Liga,28,1995,29.8,89,60,91,0,70,94,71,98,88,71,88,0,0,-95,0,0
1073,1073,Gorka Guruzeta (Athletic Club),ESP,FW,Athletic Club,La Liga,26,1996,24.6,84,59,87,0,53,61,91,88,88,77,91,0,0,-80,0,0
1074,1074,Malo Gusto (Chelsea),FRA,DF,Chelsea,Premier League,20,2003,19.5,82,68,87,74,53,0,0,88,85,80,91,0,0,0,0,0
1075,1075,Miguel Gutiérrez (Girona),ESP,DF,Girona,La Liga,22,2001,33.7,93,61,96,59,70,91,0,69,96,83,99,0,0,0,0,0
1076,1076,Albert Guðmundsson (Genoa),ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,99,91,92,100,79,98,100,0,98,87,93,98,87,-95,85,0
1077,1077,Joško Gvardiol (Manchester City),CRO,DF,Manchester City,Premier League,21,2002,25.9,83,54,83,59,89,61,87,88,85,71,88,0,0,0,85,0
1078,1078,Emmanuel Gyasi (Empoli),GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,61,34,56,74,53,81,71,69,61,52,70,0,0,0,0,0
1079,1079,Norbert Gyömbér (Salernitana),SVK,DF,Salernitana,Serie A,31,1992,19.6,35,17,38,0,53,0,0,0,35,38,40,0,0,0,0,0
1080,1080,Erling Haaland (Manchester City),NOR,FW,Manchester City,Premier League,23,2000,28.4,85,54,82,0,79,98,94,69,94,83,85,0,87,-99,97,0
1081,1081,Nicolas Haas (Empoli),SUI,MF,Empoli,Serie A,27,1996,1,20,75,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,1082,Janik Haberer (Union Berlin),GER,"MF,DF",Union Berlin,Bundesliga,29,1994,13.6,62,53,67,0,0,61,53,0,51,53,59,0,0,0,0,0
1083,1083,Robin Hack (Gladbach),GER,"FW,MF",Gladbach,Bundesliga,24,1998,15,77,75,76,91,85,43,0,0,51,50,59,0,0,0,0,0
1084,1084,Antwoine Hackford (Sheffield Utd),ENG,FW,Sheffield Utd,Premier League,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,1085,Munir El Haddadi (Las Palmas),MAR,FW,Las Palmas,La Liga,27,1995,27.2,87,59,84,86,89,61,98,69,77,58,70,90,0,-80,0,0
1086,1086,Jaouen Hadjam (Nantes),ALG,DF,Nantes,Ligue 1,20,2003,1.2,31,96,33,59,0,0,0,0,0,0,0,0,0,0,0,0
1087,1087,Ianis Hagi (Alavés),ROU,"MF,FW",Alavés,La Liga,24,1998,8.9,79,96,69,95,79,73,53,0,35,46,40,0,0,0,0,0
1088,1088,Amadou Haidara (RB Leipzig),MLI,MF,RB Leipzig,Bundesliga,25,1998,17,74,62,78,59,70,43,71,69,85,84,85,0,87,0,85,0
1089,1089,Massadio Haïdara (Lens),MLI,DF,Lens,Ligue 1,30,1992,8.2,28,23,27,59,0,43,0,0,35,49,40,0,0,0,0,0
1090,1090,Oualid El Hajjam (Le Havre),MAR,"DF,MF",Le Havre,Ligue 1,32,1991,4.4,40,70,41,0,53,0,71,0,35,65,0,0,0,0,85,0
1091,1091,Achraf Hakimi (Paris S-G),MAR,DF,Paris S-G,Ligue 1,24,1998,21.5,95,91,97,59,70,87,91,69,97,94,99,0,0,-80,0,0
1092,1092,Lewis Hall (Newcastle Utd),ENG,DF,Newcastle Utd,Premier League,18,2004,8.7,52,59,51,59,79,43,53,0,61,79,70,0,0,0,0,0
1093,1093,Sébastien Haller (Dortmund),CIV,FW,Dortmund,Bundesliga,29,1994,4.4,39,65,43,0,0,43,0,0,35,65,40,0,0,0,0,0
1094,1094,Gustavo Hamer (Sheffield Utd),NED,MF,Sheffield Utd,Premier League,26,1997,32.3,98,84,97,97,97,94,87,0,95,81,95,90,96,0,0,0
1095,1095,Andreas Hanche-Olsen (Mainz 05),NOR,DF,Mainz 05,Bundesliga,26,1997,11,28,19,33,0,0,0,0,0,35,43,40,0,0,0,0,0
1096,1096,Isak Hansen-Aarøen (Werder Bremen),NOR,MF,Werder Bremen,Bundesliga,18,2004,0.3,11,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,1097,Ridgeciano Haps (Genoa),SUR,DF,Genoa,Serie A,30,1993,8.6,31,25,33,0,0,43,0,0,35,49,40,0,0,0,0,0
1098,1098,Genki Haraguchi (Stuttgart),JPN,MF,Stuttgart,Bundesliga,32,1991,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,1099,Amine Harit (Marseille),MAR,"MF,FW",Marseille,Ligue 1,26,1997,20.2,94,92,95,86,96,61,97,69,85,79,91,0,0,0,0,0
1100,1100,Luke Harris (Fulham),WAL,MF,Fulham,Premier League,18,2005,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1101,Jack Harrison (Everton),ENG,"MF,FW",Everton,Premier League,26,1996,24.6,88,68,87,74,79,94,94,88,85,72,85,0,0,-80,85,0
1102,1102,Abdou Harroui (Frosinone),NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,72,82,70,0,85,87,81,0,71,79,70,0,0,-80,0,0
1103,1103,Makoto Hasebe (Eint Frankfurt),JPN,"DF,MF",Eint Frankfurt,Bundesliga,39,1984,2.4,20,33,12,59,0,0,53,0,0,0,0,0,0,0,0,0
1104,1104,Daiki Hashioka (Luton Town),JPN,DF,Luton Town,Premier League,24,1999,6.6,33,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1105,Hans Hateboer (Atalanta),NED,DF,Atalanta,Serie A,29,1994,12.4,68,68,72,0,70,61,0,69,61,67,70,0,0,0,0,0
1106,1106,Pantelis Hatzidiakos (Cagliari),GRE,DF,Cagliari,Serie A,26,1997,9.5,26,19,24,0,0,61,0,0,0,0,0,0,0,0,0,0
1107,1107,Kai Havertz (Arsenal),GER,"MF,FW",Arsenal,Premier League,24,1999,29.3,96,85,98,0,79,96,94,88,100,96,100,0,96,-95,97,0
1108,1108,Thorgan Hazard (Dortmund),BEL,DF,Dortmund,Bundesliga,30,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,1109,Jan Paul van Hecke (Brighton),NED,DF,Brighton,Premier League,23,2000,26.3,71,36,79,0,0,43,0,69,61,46,70,0,0,0,0,0
1110,1110,Hwang Hee-chan (Wolves),KOR,"FW,MF",Wolves,Premier League,27,1996,23.5,79,53,73,0,95,91,87,69,90,82,79,0,99,-80,85,0
1111,1111,Silvan Hefti (Genoa),SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1112,Silvan Hefti (Montpellier),SUI,"DF,FW",Montpellier,Ligue 1,25,1997,7.9,39,36,41,59,0,43,0,0,61,82,70,0,0,0,0,0
1113,1113,Dominique Heintz (Köln),GER,DF,Köln,Bundesliga,29,1993,6.3,44,57,47,59,53,0,0,0,0,0,0,0,0,0,0,0
1114,1114,Dean Henderson (Crystal Palace),ENG,GK,Crystal Palace,Premier League,26,1997,18,11,11,12,0,0,0,0,0,35,39,40,0,0,0,0,0
1115,1115,Liam Henderson (Empoli),SCO,MF,Empoli,Serie A,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,1116,Benjamin Henrichs (RB Leipzig),GER,DF,RB Leipzig,Bundesliga,26,1997,28.1,94,78,96,84,92,87,53,98,96,87,96,0,0,-95,85,0
1117,1117,Henrique (Lyon),BRA,DF,Lyon,Ligue 1,29,1994,6.7,35,35,33,59,53,0,53,0,35,53,40,0,0,0,0,0
1118,1118,Luis Henrique (Marseille),BRA,"FW,DF",Marseille,Ligue 1,21,2001,8.7,63,80,70,0,70,0,0,0,0,0,0,0,0,0,0,0
1119,1119,Luiz Henrique (Betis),BRA,FW,Betis,La Liga,22,2001,6.8,64,92,60,0,92,81,0,0,77,96,70,0,96,0,0,0
1120,1120,Matheus Henrique (Sassuolo),BRA,MF,Sassuolo,Serie A,25,1997,27.8,92,70,94,90,53,73,81,0,77,58,85,0,0,0,0,0
1121,1121,Rico Henry (Brentford),ENG,DF,Brentford,Premier League,26,1997,4.5,42,73,43,0,79,0,0,0,61,94,59,0,87,0,0,0
1122,1122,Thomas Henry (Hellas Verona),FRA,FW,Hellas Verona,Serie A,28,1994,3.7,28,41,27,0,0,61,0,0,0,0,0,0,0,0,0,0
1123,1123,Christophe Hérelle (Metz),MTQ,DF,Metz,Ligue 1,30,1992,18,46,25,49,0,53,0,53,0,51,46,59,0,0,0,0,0
1124,1124,Mario Hermoso (Atlético Madrid),ESP,DF,Atlético Madrid,La Liga,28,1995,28.4,77,40,80,84,53,61,53,0,82,62,70,90,0,-80,85,0
1125,1125,Javi Hernández (Cádiz),ESP,DF,Cádiz,La Liga,25,1998,27.9,87,58,82,96,53,61,53,88,82,62,70,96,0,-80,0,0
1126,1126,Aridane Hernández (Rayo Vallecano),ESP,DF,Rayo Vallecano,La Liga,34,1989,18.8,38,19,38,59,0,0,53,0,0,0,0,0,0,0,0,0
1127,1127,Lucas Hernández (Paris S-G),FRA,DF,Paris S-G,Ligue 1,27,1996,21.2,59,32,59,59,0,43,71,88,61,52,40,0,0,-80,85,0
1128,1128,Luis Hernández (Cádiz),ESP,DF,Cádiz,La Liga,34,1989,8,48,55,41,91,0,0,0,0,0,0,0,0,0,0,0,0
1129,1129,Theo Hernández (Milan),FRA,DF,Milan,Serie A,25,1997,31,98,87,98,91,94,99,91,69,96,85,98,0,0,-80,85,0
1130,1130,Yarek Hernandis (Valencia),ESP,DF,Valencia,La Liga,18,2005,8.2,26,20,19,74,0,43,0,0,0,0,0,0,0,0,0,0
1131,1131,Jorge Herrando (Osasuna),ESP,DF,Osasuna,La Liga,22,2001,18.3,23,14,24,59,0,0,0,0,0,0,0,0,0,0,0,0
1132,1132,Ander Herrera (Athletic Club),ESP,MF,Athletic Club,La Liga,33,1989,11.4,64,67,70,0,0,61,0,69,61,70,70,0,0,0,0,0
1133,1133,Cristian Herrera (Las Palmas),ESP,"FW,MF",Las Palmas,La Liga,32,1991,1.8,26,69,30,0,0,0,0,0,35,91,40,0,0,0,0,0
1134,1134,Sergio Herrera (Osasuna),ESP,GK,Osasuna,La Liga,30,1993,31.9,28,13,27,74,0,0,0,0,0,0,0,0,0,0,0,0
1135,1135,Yangel Herrera (Girona),VEN,MF,Girona,La Liga,25,1998,23.4,79,53,80,0,53,73,97,0,71,57,70,0,0,0,85,0
1136,1136,Patrick Herrmann (Gladbach),GER,"FW,DF",Gladbach,Bundesliga,32,1991,1,31,98,27,74,0,43,0,0,35,99,40,0,0,0,0,0
1137,1137,Juan Herzog (Las Palmas),ESP,DF,Las Palmas,La Liga,20,2003,3.2,11,15,0,0,0,43,0,0,0,0,0,0,0,0,0,0
1138,1138,Son Heung-min (Tottenham),KOR,FW,Tottenham,Premier League,31,1992,32.6,99,88,99,0,98,91,81,69,98,90,99,0,99,0,85,0
1139,1139,Aaron Hickey (Brentford),SCO,DF,Brentford,Premier League,21,2002,7.9,31,26,33,0,0,0,53,0,0,0,0,0,0,0,0,0
1140,1140,Isak Hien (Hellas Verona),SWE,DF,Hellas Verona,Serie A,24,1999,9.6,20,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,1141,Isak Hien (Atalanta),SWE,DF,Atalanta,Serie A,24,1999,10.4,23,16,27,0,0,0,0,0,35,45,40,0,0,0,0,0
1142,1142,James Hill (Bournemouth),ENG,DF,Bournemouth,Premier League,21,2002,0.8,11,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,1143,Piero Hincapié (Leverkusen),ECU,DF,Leverkusen,Bundesliga,21,2002,16.5,56,36,60,0,0,61,53,0,77,74,79,0,0,-80,0,0
1144,1144,Jack Hinshelwood (Brighton),ENG,DF,Brighton,Premier League,18,2005,9.7,44,37,45,0,0,73,0,0,0,0,0,0,0,0,0,0
1145,1145,Adam Hložek (Leverkusen),CZE,"MF,FW",Leverkusen,Bundesliga,21,2002,5.1,47,77,47,0,53,73,0,0,71,97,79,0,0,0,0,0
1146,1146,Nicolas Höfler (Freiburg),GER,MF,Freiburg,Bundesliga,33,1990,25.9,66,33,70,0,0,73,53,69,61,49,70,0,0,0,0,0
1147,1147,Jonas Hofmann (Leverkusen),GER,MF,Leverkusen,Bundesliga,31,1992,24.5,99,98,99,99,85,91,91,69,99,97,96,100,0,-80,97,0
1148,1148,Philipp Hofmann (Bochum),GER,FW,Bochum,Bundesliga,30,1993,17.5,81,73,76,0,70,97,97,69,71,65,59,0,0,-95,0,0
1149,1149,Lucas Höler (Freiburg),GER,"FW,MF",Freiburg,Bundesliga,29,1994,25.6,87,64,89,0,53,81,94,98,88,76,88,0,0,0,85,96
1150,1150,Mason Holgate (Sheffield Utd),ENG,DF,Sheffield Utd,Premier League,26,1996,7.9,23,18,19,59,0,43,0,0,0,0,0,0,0,0,0,0
1151,1151,Fabian Holland (Darmstadt 98),GER,"MF,DF",Darmstadt 98,Bundesliga,33,1990,20.4,77,57,78,89,70,0,53,88,71,61,70,90,0,0,0,0
1152,1152,Benedict Hollerbach (Union Berlin),GER,"FW,MF",Union Berlin,Bundesliga,22,2001,14.2,74,73,73,0,79,81,87,69,35,40,0,0,87,0,0,0
1153,1153,Emil Holm (Atalanta),SWE,DF,Atalanta,Serie A,23,2000,10.5,52,49,43,81,70,73,71,0,71,82,40,90,0,0,97,0
1154,1154,Gerrit Holtmann (Darmstadt 98),PHI,"MF,FW",Darmstadt 98,Bundesliga,28,1995,4.4,51,92,47,0,79,61,71,0,35,65,0,0,0,-80,0,0
1155,1155,Martin Hongla (Hellas Verona),CMR,MF,Hellas Verona,Serie A,25,1998,12,51,40,57,59,0,0,0,0,0,0,0,0,0,0,0,0
1156,1156,Martin Hongla (Granada),CMR,"MF,DF",Granada,La Liga,25,1998,6.2,20,18,19,0,0,43,0,0,0,0,0,0,0,0,0,0
1157,1157,Franck Honorat (Gladbach),FRA,"DF,FW",Gladbach,Bundesliga,26,1996,26.1,99,95,97,100,79,43,71,69,99,95,98,99,0,0,0,96
1158,1158,Mathias Honsak (Darmstadt 98),AUT,"FW,MF",Darmstadt 98,Bundesliga,26,1996,11.3,54,47,52,0,70,61,53,69,61,70,40,0,87,-80,0,0
1159,1159,Sydney van Hooijdonk (Bologna),NED,FW,Bologna,Serie A,23,2000,2.4,16,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,1160,Fraser Hornby (Darmstadt 98),SCO,"FW,MF",Darmstadt 98,Bundesliga,23,1999,2.4,33,80,33,0,53,43,0,0,0,0,0,0,0,0,0,0
1161,1161,Lukáš Hrádecký (Leverkusen),FIN,GK,Leverkusen,Bundesliga,33,1989,33,16,11,19,0,0,0,0,0,35,35,40,0,0,0,0,0
1162,1162,Xabier Huarte Armendáriz (Osasuna),ESP,MF,Osasuna,La Liga,22,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1163,Timo Hübers (Köln),GER,DF,Köln,Bundesliga,27,1996,30.9,55,23,59,0,0,61,53,0,35,35,0,0,0,0,85,0
1164,1164,Callum Hudson-Odoi (Nott'ham Forest),ENG,"FW,MF",Nott'ham Forest,Premier League,22,2000,20.6,93,89,94,84,95,81,71,69,82,73,79,0,87,0,85,0
1165,1165,Will Hughes (Crystal Palace),ENG,MF,Crystal Palace,Premier League,28,1995,21,79,59,78,92,53,0,71,88,77,67,85,0,0,0,0,0
1166,1166,Dean Huijsen (Roma),ESP,DF,Roma,Serie A,18,2005,5.7,33,36,27,0,53,61,53,0,71,95,40,0,87,-80,85,0
